threshold,seed,scenario,collapse_expected,warning,lead_time,verdict,min_gv,mean_gv
0.7,98,noisy_dynamic_recoverable,False,,,QUIET,0.9423,0.984
0.7,98,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.35,0.7461
0.7,98,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.7978
0.7,99,stable_dynamic,False,,,QUIET,0.9492,0.9888
0.7,99,noisy_dynamic_recoverable,False,,,QUIET,0.9244,0.9809
0.7,99,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2703,0.7498
0.7,99,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.7952
0.7,100,stable_dynamic,False,,,QUIET,0.9677,0.991
0.7,100,noisy_dynamic_recoverable,False,,,QUIET,0.9397,0.9847
0.7,100,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2543,0.7508
0.7,100,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8024
0.75,1,stable_dynamic,False,,,QUIET,0.969,0.9926
0.75,1,noisy_dynamic_recoverable,False,,,QUIET,0.9323,0.9914
0.75,1,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2781,0.7606
0.75,1,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8002
0.75,2,stable_dynamic,False,,,QUIET,0.9703,0.9933
0.75,2,noisy_dynamic_recoverable,False,,,QUIET,0.9361,0.9871
0.75,2,critical_slowing_dynamic,True,800,0,MISS,0.3335,0.7663
0.75,2,abrupt_collapse_dynamic,True,820,-20,MISS,0.2942,0.7943
0.75,3,stable_dynamic,False,,,QUIET,0.967,0.9898
0.75,3,noisy_dynamic_recoverable,False,,,QUIET,0.9372,0.9865
0.75,3,critical_slowing_dynamic,True,800,0,MISS,0.2663,0.7632
0.75,3,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8009
0.75,4,stable_dynamic,False,,,QUIET,0.9495,0.9903
0.75,4,noisy_dynamic_recoverable,False,,,QUIET,0.8844,0.9826
0.75,4,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.3366,0.7619
0.75,4,abrupt_collapse_dynamic,True,820,-20,MISS,0.2941,0.7957
0.75,5,stable_dynamic,False,,,QUIET,0.9579,0.9909
0.75,5,noisy_dynamic_recoverable,False,,,QUIET,0.9422,0.9864
0.75,5,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2731,0.7523
0.75,5,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.7981
0.75,6,stable_dynamic,False,,,QUIET,0.9693,0.9927
0.75,6,noisy_dynamic_recoverable,False,,,QUIET,0.9357,0.985
0.75,6,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.3485,0.753
0.75,6,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.7987
0.75,7,stable_dynamic,False,,,QUIET,0.9499,0.9915
0.75,7,noisy_dynamic_recoverable,False,,,QUIET,0.912,0.9815
0.75,7,critical_slowing_dynamic,True,800,0,MISS,0.3208,0.7671
0.75,7,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.7992
0.75,8,stable_dynamic,False,,,QUIET,0.9719,0.9923
0.75,8,noisy_dynamic_recoverable,False,,,QUIET,0.9576,0.9926
0.75,8,critical_slowing_dynamic,True,800,0,MISS,0.3071,0.768
0.75,8,abrupt_collapse_dynamic,True,820,-20,MISS,0.2935,0.7929
0.75,9,stable_dynamic,False,,,QUIET,0.9672,0.992
0.75,9,noisy_dynamic_recoverable,False,,,QUIET,0.938,0.9878
0.75,9,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2751,0.7602
0.75,9,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.799
0.75,10,stable_dynamic,False,,,QUIET,0.9707,0.9893
0.75,10,noisy_dynamic_recoverable,False,,,QUIET,0.9439,0.987
0.75,10,critical_slowing_dynamic,True,800,0,MISS,0.3497,0.7678
0.75,10,abrupt_collapse_dynamic,True,820,-20,MISS,0.2939,0.7922
0.75,11,stable_dynamic,False,,,QUIET,0.9661,0.9927
0.75,11,noisy_dynamic_recoverable,False,,,QUIET,0.9008,0.9837
0.75,11,critical_slowing_dynamic,True,800,0,MISS,0.2795,0.765
0.75,11,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.803
0.75,12,stable_dynamic,False,,,QUIET,0.9657,0.9902
0.75,12,noisy_dynamic_recoverable,False,,,QUIET,0.9539,0.9878
0.75,12,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.3456,0.7644
0.75,12,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.8004
0.75,13,stable_dynamic,False,,,QUIET,0.9704,0.9918
0.75,13,noisy_dynamic_recoverable,False,,,QUIET,0.9578,0.991
0.75,13,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2594,0.7559
0.75,13,abrupt_collapse_dynamic,True,820,-20,MISS,0.2943,0.7948
0.75,14,stable_dynamic,False,,,QUIET,0.9683,0.9931
0.75,14,noisy_dynamic_recoverable,False,,,QUIET,0.9465,0.9883
0.75,14,critical_slowing_dynamic,True,800,0,MISS,0.3265,0.7688
0.75,14,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8013
0.75,15,stable_dynamic,False,,,QUIET,0.9495,0.9858
0.75,15,noisy_dynamic_recoverable,False,,,QUIET,0.923,0.9808
0.75,15,critical_slowing_dynamic,True,800,0,MISS,0.3296,0.7617
0.75,15,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.7969
0.75,16,stable_dynamic,False,,,QUIET,0.9687,0.9911
0.75,16,noisy_dynamic_recoverable,False,,,QUIET,0.9603,0.9913
0.75,16,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.35,0.7598
0.75,16,abrupt_collapse_dynamic,True,820,-20,MISS,0.2926,0.7926
0.75,17,stable_dynamic,False,,,QUIET,0.9494,0.9932
0.75,17,noisy_dynamic_recoverable,False,,,QUIET,0.9487,0.9884
0.75,17,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.2671,0.7461
0.75,17,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.8017
0.75,18,stable_dynamic,False,,,QUIET,0.9705,0.9938
0.75,18,noisy_dynamic_recoverable,False,,,QUIET,0.946,0.99
0.75,18,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2764,0.7636
0.75,18,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8028
0.75,19,stable_dynamic,False,,,QUIET,0.9688,0.9939
0.75,19,noisy_dynamic_recoverable,False,,,QUIET,0.9688,0.994
0.75,19,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2719,0.7611
0.75,19,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8027
0.75,20,stable_dynamic,False,,,QUIET,0.9676,0.9924
0.75,20,noisy_dynamic_recoverable,False,,,QUIET,0.9372,0.9848
0.75,20,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.35,0.754
0.75,20,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8025
0.75,21,stable_dynamic,False,,,QUIET,0.9484,0.9914
0.75,21,noisy_dynamic_recoverable,False,,,QUIET,0.9116,0.9828
0.75,21,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.2708,0.7454
0.75,21,abrupt_collapse_dynamic,True,820,-20,MISS,0.2931,0.7931
0.75,22,stable_dynamic,False,,,QUIET,0.9654,0.9924
0.75,22,noisy_dynamic_recoverable,False,,,QUIET,0.9567,0.9893
0.75,22,critical_slowing_dynamic,True,800,0,MISS,0.3026,0.7643
0.75,22,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8025
0.75,23,stable_dynamic,False,,,QUIET,0.9712,0.9941
0.75,23,noisy_dynamic_recoverable,False,,,QUIET,0.9305,0.9907
0.75,23,critical_slowing_dynamic,True,800,0,MISS,0.2726,0.7626
0.75,23,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8023
0.75,24,stable_dynamic,False,,,QUIET,0.9491,0.9896
0.75,24,noisy_dynamic_recoverable,False,,,QUIET,0.9491,0.9849
0.75,24,critical_slowing_dynamic,True,800,0,MISS,0.3385,0.7685
0.75,24,abrupt_collapse_dynamic,True,820,-20,MISS,0.2937,0.7952
0.75,25,stable_dynamic,False,,,QUIET,0.9497,0.985
0.75,25,noisy_dynamic_recoverable,False,,,QUIET,0.9193,0.9763
0.75,25,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2852,0.7606
0.75,25,abrupt_collapse_dynamic,True,820,-20,MISS,0.2933,0.7898
0.75,26,stable_dynamic,False,,,QUIET,0.9706,0.9936
0.75,26,noisy_dynamic_recoverable,False,,,QUIET,0.9398,0.9933
0.75,26,critical_slowing_dynamic,True,800,0,MISS,0.35,0.7726
0.75,26,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8016
0.75,27,stable_dynamic,False,,,QUIET,0.9486,0.9926
0.75,27,noisy_dynamic_recoverable,False,,,QUIET,0.9504,0.9919
0.75,27,critical_slowing_dynamic,True,800,0,MISS,0.35,0.7652
0.75,27,abrupt_collapse_dynamic,True,820,-20,MISS,0.296,0.7936
0.75,28,stable_dynamic,False,,,QUIET,0.9685,0.9915
0.75,28,noisy_dynamic_recoverable,False,,,QUIET,0.9395,0.9919
0.75,28,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2679,0.7624
0.75,28,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8001
0.75,29,stable_dynamic,False,,,QUIET,0.971,0.9953
0.75,29,noisy_dynamic_recoverable,False,,,QUIET,0.9286,0.9846
0.75,29,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.311,0.7629
0.75,29,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.8015
0.75,30,stable_dynamic,False,,,QUIET,0.9673,0.9912
0.75,30,noisy_dynamic_recoverable,False,,,QUIET,0.9306,0.9809
0.75,30,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.2779,0.7495
0.75,30,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.802
0.75,31,stable_dynamic,False,,,QUIET,0.9477,0.993
0.75,31,noisy_dynamic_recoverable,False,,,QUIET,0.9467,0.9877
0.75,31,critical_slowing_dynamic,True,800,0,MISS,0.2631,0.7553
0.75,31,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8008
0.75,32,stable_dynamic,False,,,QUIET,0.9673,0.9902
0.75,32,noisy_dynamic_recoverable,False,,,QUIET,0.9413,0.986
0.75,32,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.2674,0.7466
0.75,32,abrupt_collapse_dynamic,True,820,-20,MISS,0.2976,0.7929
0.75,33,stable_dynamic,False,,,QUIET,0.9469,0.9907
0.75,33,noisy_dynamic_recoverable,False,,,QUIET,0.9317,0.9832
0.75,33,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2674,0.7585
0.75,33,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8015
0.75,34,stable_dynamic,False,,,QUIET,0.9503,0.9889
0.75,34,noisy_dynamic_recoverable,False,,,QUIET,0.9579,0.9908
0.75,34,critical_slowing_dynamic,True,800,0,MISS,0.3378,0.771
0.75,34,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.7996
0.75,35,stable_dynamic,False,,,QUIET,0.9521,0.9912
0.75,35,noisy_dynamic_recoverable,False,,,QUIET,0.9506,0.9877
0.75,35,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.3336,0.7619
0.75,35,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8001
0.75,36,stable_dynamic,False,,,QUIET,0.949,0.993
0.75,36,noisy_dynamic_recoverable,False,,,QUIET,0.9329,0.9885
0.75,36,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.3203,0.7606
0.75,36,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8003
0.75,37,stable_dynamic,False,,,QUIET,0.9493,0.9914
0.75,37,noisy_dynamic_recoverable,False,,,QUIET,0.9493,0.9873
0.75,37,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2657,0.7546
0.75,37,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8022
0.75,38,stable_dynamic,False,,,QUIET,0.9518,0.9927
0.75,38,noisy_dynamic_recoverable,False,,,QUIET,0.9494,0.9878
0.75,38,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2708,0.7583
0.75,38,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.8034
0.75,39,stable_dynamic,False,,,QUIET,0.9487,0.9913
0.75,39,noisy_dynamic_recoverable,False,,,QUIET,0.9449,0.9869
0.75,39,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.3415,0.758
0.75,39,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.8004
0.75,40,stable_dynamic,False,,,QUIET,0.9901,0.9978
0.75,40,noisy_dynamic_recoverable,False,,,QUIET,0.9571,0.9933
0.75,40,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.3459,0.7666
0.75,40,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8059
0.75,41,stable_dynamic,False,,,QUIET,0.9484,0.989
0.75,41,noisy_dynamic_recoverable,False,,,QUIET,0.9152,0.9872
0.75,41,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.35,0.7602
0.75,41,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.7972
0.75,42,stable_dynamic,False,,,QUIET,0.9498,0.9921
0.75,42,noisy_dynamic_recoverable,False,,,QUIET,0.9498,0.9923
0.75,42,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.35,0.7559
0.75,42,abrupt_collapse_dynamic,True,820,-20,MISS,0.293,0.7948
0.75,43,stable_dynamic,False,,,QUIET,0.9648,0.9931
0.75,43,noisy_dynamic_recoverable,False,,,QUIET,0.9249,0.9894
0.75,43,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.2915,0.7527
0.75,43,abrupt_collapse_dynamic,True,820,-20,MISS,0.2945,0.7963
0.75,44,stable_dynamic,False,,,QUIET,0.9705,0.994
0.75,44,noisy_dynamic_recoverable,False,,,QUIET,0.9635,0.9927
0.75,44,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.35,0.761
0.75,44,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8023
0.75,45,stable_dynamic,False,,,QUIET,0.9713,0.9946
0.75,45,noisy_dynamic_recoverable,False,,,QUIET,0.9176,0.9869
0.75,45,critical_slowing_dynamic,True,800,0,MISS,0.277,0.7655
0.75,45,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.8011
0.75,46,stable_dynamic,False,,,QUIET,0.9488,0.9869
0.75,46,noisy_dynamic_recoverable,False,,,QUIET,0.933,0.9831
0.75,46,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2784,0.7555
0.75,46,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.7968
0.75,47,stable_dynamic,False,,,QUIET,0.9651,0.9893
0.75,47,noisy_dynamic_recoverable,False,,,QUIET,0.9219,0.9832
0.75,47,critical_slowing_dynamic,True,800,0,MISS,0.2613,0.7602
0.75,47,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.7996
0.75,48,stable_dynamic,False,,,QUIET,0.9702,0.9902
0.75,48,noisy_dynamic_recoverable,False,,,QUIET,0.9022,0.9856
0.75,48,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.2782,0.752
0.75,48,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.7998
0.75,49,stable_dynamic,False,,,QUIET,0.9512,0.9917
0.75,49,noisy_dynamic_recoverable,False,,,QUIET,0.9416,0.987
0.75,49,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2843,0.7601
0.75,49,abrupt_collapse_dynamic,True,820,-20,MISS,0.2968,0.7943
0.75,50,stable_dynamic,False,,,QUIET,0.9494,0.9921
0.75,50,noisy_dynamic_recoverable,False,,,QUIET,0.9288,0.9858
0.75,50,critical_slowing_dynamic,True,800,0,MISS,0.3035,0.7647
0.75,50,abrupt_collapse_dynamic,True,820,-20,MISS,0.2932,0.7936
0.75,51,stable_dynamic,False,,,QUIET,0.9505,0.9942
0.75,51,noisy_dynamic_recoverable,False,,,QUIET,0.9263,0.9862
0.75,51,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.2682,0.7416
0.75,51,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8008
0.75,52,stable_dynamic,False,,,QUIET,0.9504,0.991
0.75,52,noisy_dynamic_recoverable,False,,,QUIET,0.9504,0.9864
0.75,52,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.286,0.7487
0.75,52,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8026
0.75,53,stable_dynamic,False,,,QUIET,0.9482,0.9877
0.75,53,noisy_dynamic_recoverable,False,,,QUIET,0.9474,0.9875
0.75,53,critical_slowing_dynamic,True,800,0,MISS,0.3443,0.7664
0.75,53,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.7966
0.75,54,stable_dynamic,False,,,QUIET,0.9692,0.994
0.75,54,noisy_dynamic_recoverable,False,,,QUIET,0.9692,0.9953
0.75,54,critical_slowing_dynamic,True,800,0,MISS,0.3277,0.7647
0.75,54,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8028
0.75,55,stable_dynamic,False,,,QUIET,0.9574,0.9883
0.75,55,noisy_dynamic_recoverable,False,,,QUIET,0.9574,0.9884
0.75,55,critical_slowing_dynamic,True,800,0,MISS,0.3477,0.7647
0.75,55,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.798
0.75,56,stable_dynamic,False,,,QUIET,0.9706,0.9951
0.75,56,noisy_dynamic_recoverable,False,,,QUIET,0.9359,0.9895
0.75,56,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2604,0.7603
0.75,56,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.8024
0.75,57,stable_dynamic,False,,,QUIET,0.9522,0.9918
0.75,57,noisy_dynamic_recoverable,False,,,QUIET,0.9331,0.9868
0.75,57,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.3469,0.767
0.75,57,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.801
0.75,58,stable_dynamic,False,,,QUIET,0.9682,0.9921
0.75,58,noisy_dynamic_recoverable,False,,,QUIET,0.9307,0.9809
0.75,58,critical_slowing_dynamic,True,740,60,EARLY_WARNING,0.29,0.7481
0.75,58,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.8001
0.75,59,stable_dynamic,False,,,QUIET,0.9515,0.9933
0.75,59,noisy_dynamic_recoverable,False,,,QUIET,0.9528,0.9907
0.75,59,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2918,0.7594
0.75,59,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8016
0.75,60,stable_dynamic,False,,,QUIET,0.9655,0.9936
0.75,60,noisy_dynamic_recoverable,False,,,QUIET,0.9016,0.9876
0.75,60,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.2875,0.7522
0.75,60,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.7999
0.75,61,stable_dynamic,False,,,QUIET,0.9484,0.989
0.75,61,noisy_dynamic_recoverable,False,,,QUIET,0.9104,0.9835
0.75,61,critical_slowing_dynamic,True,800,0,MISS,0.2753,0.7587
0.75,61,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.796
0.75,62,stable_dynamic,False,,,QUIET,0.9675,0.9937
0.75,62,noisy_dynamic_recoverable,False,,,QUIET,0.9046,0.9844
0.75,62,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.2836,0.7453
0.75,62,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.8019
0.75,63,stable_dynamic,False,,,QUIET,0.9705,0.9948
0.75,63,noisy_dynamic_recoverable,False,,,QUIET,0.9598,0.9918
0.75,63,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2545,0.7574
0.75,63,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.8014
0.75,64,stable_dynamic,False,,,QUIET,0.9701,0.994
0.75,64,noisy_dynamic_recoverable,False,,,QUIET,0.9388,0.9902
0.75,64,critical_slowing_dynamic,True,800,0,MISS,0.2829,0.7616
0.75,64,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8037
0.75,65,stable_dynamic,False,,,QUIET,0.9483,0.9902
0.75,65,noisy_dynamic_recoverable,False,,,QUIET,0.9192,0.9847
0.75,65,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.2676,0.7372
0.75,65,abrupt_collapse_dynamic,True,820,-20,MISS,0.2949,0.7907
0.75,66,stable_dynamic,False,,,QUIET,0.9675,0.9951
0.75,66,noisy_dynamic_recoverable,False,,,QUIET,0.9652,0.9904
0.75,66,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.35,0.7603
0.75,66,abrupt_collapse_dynamic,True,820,-20,MISS,0.2946,0.796
0.75,67,stable_dynamic,False,,,QUIET,0.9716,0.9938
0.75,67,noisy_dynamic_recoverable,False,,,QUIET,0.9285,0.9867
0.75,67,critical_slowing_dynamic,True,800,0,MISS,0.35,0.7694
0.75,67,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8036
0.75,68,stable_dynamic,False,,,QUIET,0.9704,0.9916
0.75,68,noisy_dynamic_recoverable,False,,,QUIET,0.9282,0.9841
0.75,68,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.2689,0.7447
0.75,68,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.8002
0.75,69,stable_dynamic,False,,,QUIET,0.9659,0.9944
0.75,69,noisy_dynamic_recoverable,False,,,QUIET,0.9593,0.9912
0.75,69,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.3457,0.7582
0.75,69,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8053
0.75,70,stable_dynamic,False,,,QUIET,0.9498,0.9888
0.75,70,noisy_dynamic_recoverable,False,,,QUIET,0.9498,0.9882
0.75,70,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2688,0.7511
0.75,70,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8003
0.75,71,stable_dynamic,False,,,QUIET,0.9636,0.9919
0.75,71,noisy_dynamic_recoverable,False,,,QUIET,0.8965,0.9821
0.75,71,critical_slowing_dynamic,True,800,0,MISS,0.3279,0.7718
0.75,71,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8023
0.75,72,stable_dynamic,False,,,QUIET,0.9488,0.9873
0.75,72,noisy_dynamic_recoverable,False,,,QUIET,0.9488,0.987
0.75,72,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.2741,0.7478
0.75,72,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.7967
0.75,73,stable_dynamic,False,,,QUIET,0.9502,0.9918
0.75,73,noisy_dynamic_recoverable,False,,,QUIET,0.9424,0.9879
0.75,73,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2617,0.757
0.75,73,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.7978
0.75,74,stable_dynamic,False,,,QUIET,0.9674,0.991
0.75,74,noisy_dynamic_recoverable,False,,,QUIET,0.9644,0.9891
0.75,74,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2849,0.7563
0.75,74,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8004
0.75,75,stable_dynamic,False,,,QUIET,0.9471,0.9918
0.75,75,noisy_dynamic_recoverable,False,,,QUIET,0.9622,0.9905
0.75,75,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2687,0.7556
0.75,75,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.7998
0.75,76,stable_dynamic,False,,,QUIET,0.9487,0.9923
0.75,76,noisy_dynamic_recoverable,False,,,QUIET,0.9487,0.987
0.75,76,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2803,0.7544
0.75,76,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8018
0.75,77,stable_dynamic,False,,,QUIET,0.9715,0.9919
0.75,77,noisy_dynamic_recoverable,False,,,QUIET,0.9534,0.9911
0.75,77,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2827,0.7529
0.75,77,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.7998
0.75,78,stable_dynamic,False,,,QUIET,0.9439,0.9898
0.75,78,noisy_dynamic_recoverable,False,,,QUIET,0.9083,0.984
0.75,78,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2738,0.7524
0.75,78,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.7988
0.75,79,stable_dynamic,False,,,QUIET,0.968,0.9919
0.75,79,noisy_dynamic_recoverable,False,,,QUIET,0.9479,0.9895
0.75,79,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.35,0.7634
0.75,79,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.7988
0.75,80,stable_dynamic,False,,,QUIET,0.9482,0.9917
0.75,80,noisy_dynamic_recoverable,False,,,QUIET,0.9209,0.987
0.75,80,critical_slowing_dynamic,True,800,0,MISS,0.2851,0.7676
0.75,80,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8017
0.75,81,stable_dynamic,False,,,QUIET,0.9657,0.9955
0.75,81,noisy_dynamic_recoverable,False,,,QUIET,0.8875,0.9857
0.75,81,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.3137,0.7526
0.75,81,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8029
0.75,82,stable_dynamic,False,,,QUIET,0.9704,0.9928
0.75,82,noisy_dynamic_recoverable,False,,,QUIET,0.9505,0.9891
0.75,82,critical_slowing_dynamic,True,760,40,EARLY_WARNING,0.2954,0.7508
0.75,82,abrupt_collapse_dynamic,True,820,-20,MISS,0.35,0.8001
0.75,83,stable_dynamic,False,,,QUIET,0.9484,0.99
0.75,83,noisy_dynamic_recoverable,False,,,QUIET,0.9581,0.9901
0.75,83,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.35,0.7598
0.75,83,abrupt_collapse_dynamic,True,820,-20,MISS,0.294,0.7916
0.75,84,stable_dynamic,False,,,QUIET,0.9712,0.9926
0.75,84,noisy_dynamic_recoverable,False,,,QUIET,0.9416,0.9879
0.75,84,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.3415,0.7598
0.75,84,abrupt_collapse_dynamic,True,820,-20,MISS,0.2948,0.7933
0.75,85,stable_dynamic,False,,,QUIET,0.9712,0.9933
0.75,85,noisy_dynamic_recoverable,False,,,QUIET,0.9512,0.9912
0.75,85,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.3381,0.762
0.75,85,abrupt_collapse_dynamic,True,840,-40,MISS,0.35,0.8023
0.75,86,stable_dynamic,False,,,QUIET,0.9488,0.994
0.75,86,noisy_dynamic_recoverable,False,,,QUIET,0.9332,0.9912
0.75,86,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.35,0.7625
0.75,86,abrupt_collapse_dynamic,True,820,-20,MISS,0.2931,0.7955
0.75,87,stable_dynamic,False,,,QUIET,0.9488,0.9905
0.75,87,noisy_dynamic_recoverable,False,,,QUIET,0.9298,0.9861
0.75,87,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.35,0.7573
0.75,87,abrupt_collapse_dynamic,True,820,-20,MISS,0.3476,0.7987
0.75,88,stable_dynamic,False,,,QUIET,0.9497,0.9922
0.75,88,noisy_dynamic_recoverable,False,,,QUIET,0.873,0.9817
0.75,88,critical_slowing_dynamic,True,780,20,EARLY_WARNING,0.2749,0.7558
0.75,88,abrupt_collapse_dynamic,True,820,-20,MISS,0.2936,0.7966
